Date,Startup Name,Industry,Sub-Vertical,City,Investors’ Name,Investment Type,Amount (In USD),Year,Funding Segment
2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVenture,Seed/ Angel Funding,735000.0,2018,Small Startup
2018-05-23,Edyoo,ECommerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed/ Angel Funding,735000.0,2018,Small Startup
2016-07-06,HappilyUnmarried,ECommerce,Online Merchandize etailer,Delhi,Info Edge (India) Ltd,Private Equity,740000.0,2016,Small Startup
2016-09-22,PharmaRack,Technology,SAAS application for Pharma Industry,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,745000.0,2016,Small Startup
2016-10-30,Impact Analytics,Technology,Business intelligence and data science Startup,Bengaluru,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,750000.0,2016,Small Startup
2016-09-19,Milofy,Consumer Internet,Couple Socialization App,Bengaluru,Accel Partners,Seed Funding,750000.0,2016,Small Startup
2017-04-28,Sepalika,Consumer Internet,Healthcare related content platform,Delhi,Accel Partners,Seed Funding,750000.0,2017,Small Startup
2016-01-06,Justdakhila.com,Education,School Student admissions platform,Delhi,Ankur Gupta,Seed Funding,750000.0,2016,Small Startup
2017-08-29,Doxper,Technology,Healthtech IoT platform,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,750000.0,2017,Small Startup
2015-11-02,CityFlo,Bus Aggregation and rental mobile app,Bus Aggregation and rental mobile app,Mumbai,IDG Ventures,Seed Funding,750000.0,2015,Small Startup
2016-01-06,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bengaluru,"Lalitesh Katragadda,  Ganayantrika Systems",Seed Funding,750000.0,2016,Small Startup
2016-10-19,Actofit,Technology,Wearable Technology platform & devices,Mumbai,Next Orbit Ventures Fund,Private Equity,750000.0,2016,Small Startup
2016-03-08,LoveCycles,Consumer Internet,Women’s health Tracker,Bengaluru,Prime Venture Partners,Seed Funding,750000.0,2016,Small Startup
2016-04-13,kredX,ECommerce,Invoice discounting  Marketplace,Bengaluru,"Prime Venture Partners,",Seed Funding,750000.0,2016,Small Startup
2017-12-07,Cygnus Hospitals,Healthcare,Super speciality Hospitals,Gurugram,Somerset Indus Capital Ventures,Seed/Angel Funding,750000.0,2017,Small Startup
2017-08-25,Ink Monk,Consumer Internet,Online printing marketplace,Chennai,"VAMM Ventures, Raksul, Dena",Seed Funding,750000.0,2017,Small Startup
2015-12-22,Arya.ai,Artificial Intelligence platform,Artificial Intelligence platform,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,750000.0,2015,Small Startup
2018-03-22,i2i Funding,Consumer Internet,Online loan platform,Noida,SucSEED Venture Partners,Seed / Angel Funding,768000.0,2018,Small Startup
2015-09-10,OnlineTyari,Multilingual Test Preparation Platform,Multilingual Test Preparation Platform,Gurugram,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000.0,2015,Small Startup
2015-08-12,Sheroes,Career Community for Women,Career Community for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000.0,2015,Small Startup
2018-02-26,Avishkaar Box,Ed-Tech,Education/E-learning,Delhi,Auxano Deals,Private Equity,772500.0,2018,Small Startup
2017-06-12,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,776000.0,2017,Small Startup
2017-09-13,Heterogenous,Technology,Telecom & IoT platform,Chennai,"Chennai Angels, Keiretsu Forum & Others",Seed Funding,780000.0,2017,Small Startup
2017-09-07,Early Salary,Consumer Internet,Online Unsecured Lending platform,Pune,IFMR Capital,Debt Funding,780000.0,2017,Small Startup
2017-08-09,CroFarm,Technology,Agriculture Supply Chain solutions,Gurugram,Factor[e] Ventures,Seed Funding,783000.0,2017,Small Startup
2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,Tech Platform for property brokers,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000.0,2015,Small Startup
2015-07-14,WickedRide,Bike Rental Platform,Bike Rental Platform,Bengaluru,Undisclosed,Seed Funding,790000.0,2015,Small Startup
2017-01-10,Intelligence Node,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,800000.0,2017,Small Startup
2015-05-19,Springleap,Industry / Vertical,Sub-Vertical,City / Location,Cross Border Angels,Seed,800000.0,2015,Small Startup
2018-12-02, Guiddoo ,Travel Tech,Platform for travel agents,Mumbai,Individual Investors,Pre-Series A ,800000.0,2018,Small Startup
2017-01-17,Curiositi,Consumer Internet,Education/E-learning,Bengaluru,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,800000.0,2017,Small Startup
2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products","virtual reality, 3d simulation and stereoscopic products",Bengaluru,Swarnim Multiventures,Private Equity,800000.0,2015,Small Startup
2016-03-17,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding,800000.0,2016,Small Startup
2017-01-03,TempoGo,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed Funding,825000.0,2017,Small Startup
2015-01-29,Graphene,Industry / Vertical,Sub-Vertical,City / Location,KARSEMVEN Fund,Private Equity,825000.0,2015,Small Startup
2016-07-29,GoCoop,ECommerce,Social Marketplace for Cooperative Enterprises,Bengaluru,"Kris Gopalakrishnan, Saha Fund",Private Equity,830000.0,2016,Small Startup
2017-08-02,Click2Clinic,Consumer Internet,healthcare service aggregator,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,850000.0,2017,Small Startup
2019-05-06,Saahas Zero Waste,Waste Management Service,Optimization,Bengaluru,C4D Partners, Venture - Series Unknown,868600.0,2019,Small Startup
2017-11-09,NoPaperForms,Technology,Enrolment Management Platform,Delhi,Info Edge,Seed Funding,872000.0,2017,Small Startup
2016-08-03,FlickBay,Consumer Internet,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed Funding,890000.0,2016,Small Startup
2015-04-10,Whatfix,Interactive  How-To Guides,Interactive  How-To Guides,Bengaluru,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,900000.0,2015,Small Startup
2016-09-06,BigStylist,Consumer Internet,Hyperlocal doorstep Beauty Services provider,Mumbai,Info Edge (India) Ltd,Private Equity,900000.0,2016,Small Startup
2016-06-17,Silvan Innovation Labs,Technology,Home Automation Solutions,Bengaluru,Infuse Ventures,Private Equity,900000.0,2016,Small Startup
2016-08-24,Convegenius,Education,Edutainment platform,Noida,Michael and Susan Dell Foundation,Private Equity,900000.0,2016,Small Startup
2015-09-01,Luxuryhues,Luxury goods  Shopping Platform,Luxury goods  Shopping Platform,Gurugram,Reliance Capital,Private Equity,900000.0,2015,Small Startup
2016-05-11,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bengaluru,Undisclosed Investors,Private Equity,900000.0,2016,Small Startup
2017-11-15,Sumeru,Technology,Banking Software License Platform,Bengaluru,Undisclosed Investors,Seed Funding,900000.0,2017,Small Startup
2020-07-16,Crio,EduTech,Learning Platform for Developers,Bengaluru,021 Capital,pre-Series A,934160.0,2020,Small Startup
2018-02-12,Cashify,ECommerce,Online Selling,Gurugram,Trifecta Capital,Debt Funding,935089.0,2018,Small Startup
2018-05-11,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed / Angel Funding,949000.0,2018,Small Startup
2016-11-30,ShopsUp,ECommerce,Hyperlocal Shopping App,Bengaluru,"Anand Sankeshwar, Yang Shu",Seed Funding,963000.0,2016,Small Startup
2016-02-16,BetterPlace,Technology,Data analytics based Verification services Platform,Bengaluru,Unitus Seed Fund,Seed Funding,970000.0,2016,Small Startup
2016-10-27,FR8,Technology,Truck Fleet Operation platform,Chennai,Omnivore Partners,Private Equity,971000.0,2016,Small Startup
2020-07-10,gigIndia,Marketplace,"Crowd Sourcing, Freelance",Pune,Incubate Fund India and Beyond Next Ventures,pre-Series A,974200.0,2020,Small Startup
2018-04-30,MyLoanCare,Finance,B2C Online Loans Marketplace,Gurugram,SAR Group,Seed / Angel Funding,978000.0,2018,Small Startup
2016-11-04,Connect India,Logistics,Last mile Delivery Network,Bengaluru,Aavishkaar Venture Management,Private Equity,1000000.0,2016,Small Startup
2017-06-29,Fitpass,Consumer Internet,Online Fitness Marketplace,Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,1000000.0,2017,Small Startup
2015-09-30,Eywa Media,Digital Signal processing platform,Digital Signal processing platform,Bengaluru,ah! Ventures,Seed Funding,1000000.0,2015,Small Startup
2015-02-16,iTraveller.com,Industry / Vertical,Sub-Vertical,City / Location,ah! Ventures,Private Equity,1000000.0,2015,Small Startup
2018-08-09,Happy EMI,Fin-Tech,Consumer Financing Platform,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,1000000.0,2018,Small Startup
2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,1000000.0,2018,Small Startup
2017-05-08,MyGreens,Food & Beverage,Cold-press Juices manufacturer,Delhi,"Ajay Relan, LetsVenture",Seed Funding,1000000.0,2017,Small Startup
2016-02-12,Bonhomia,Food & Beverage,premium Tea and Coffee,Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,1000000.0,2016,Small Startup
2020-06-10,Hapramp,"Block Chain, Cryptocurrency","Block Chain, Cryptocurrency",Gurugram,Anand Mahindra,Seed,1000000.0,2020,Small Startup
2015-09-15,Tea Trails,Chain of Tea Café’s,Chain of Tea Café’s,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000.0,2015,Small Startup
2016-01-06,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,1000000.0,2016,Small Startup
2015-05-26,Renderlogy,Online Home Décor,Online Home Décor,Hyderabad,Astarc Ventures,Private Equity,1000000.0,2015,Small Startup
2016-04-06,Petoo,Consumer Internet,Online Food Delivery,Bengaluru,Axilor Ventures,Private Equity,1000000.0,2016,Small Startup
2017-12-20,Your Quote,Technology,Vernacular and Video Content Platform,Bengaluru,"Axilor Ventures, E-City VEntures Atul Goel",Private Equity,1000000.0,2017,Small Startup
2017-05-18,The Good Life,ECommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,1000000.0,2017,Small Startup
2017-07-05,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,1000000.0,2017,Small Startup
2015-06-04,Vidooly,Video Intelligence Platform,Video Intelligence Platform,Noida,Bessemer Venture Partners,Private Equity,1000000.0,2015,Small Startup
2015-04-29,ReGlobe,Used Gadgets Buy / Refurbishing,Used Gadgets Buy / Refurbishing,Gurugram,"Bessemer Ventures, Blume Ventures",Seed Funding,1000000.0,2015,Small Startup
2019-07-09,House of Msasaba,Luxury Label,Clothes and Apparel,Mumbai,Binny Bansal,Series A,1000000.0,2019,Small Startup
2016-08-02,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,1000000.0,2016,Small Startup
2016-03-03,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.0,2016,Small Startup
2016-05-18,BhiveWorkspace,Reality,Co-Working Spaces,Bengaluru,Blume Ventures,Private Equity,1000000.0,2016,Small Startup
2018-01-29,The Wedding Brigade,Consumer internet,Online Services,Mumbai,Blume Ventures,Private Equity,1000000.0,2018,Small Startup
2015-12-23,Mech Mocha,Mobile Game development & Design platform,Mobile Game development & Design platform,Bengaluru,"Blume Ventures, Flipkart",Seed Funding,1000000.0,2015,Small Startup
2017-09-27,Pitstop,Consumer Internet,Car repair and Servicing Platform,Bengaluru,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,1000000.0,2017,Small Startup
2017-10-05,Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,Delhi,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,1000000.0,2017,Small Startup
2017-06-06,Spinny,ECommerce,Online Used Car marketplace,Gurugram,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,1000000.0,2017,Small Startup
2016-08-24,UnaAcademy,Consumer Internet,Free Interactive education platform,Bengaluru,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,  Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,1000000.0,2016,Small Startup
2017-02-28,NeoStencil,Consumer Internet,Live Online Coaching Classes,Delhi,"Brand Capital, Paragon Trust",Private Equity,1000000.0,2017,Small Startup
2017-05-19,EzCred,Consumer Internet,Consumer Lending Platform,Bengaluru,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,1000000.0,2017,Small Startup
2019-07-03,Ola Cabs,Transport,Cabs,Kormangala,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Series J,1000000.0,2019,Small Startup
2015-10-05,IndiaLends,Online Consumer Lending platform,Online Consumer Lending platform,Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000.0,2015,Small Startup
2017-09-18,The Moms Co,ECommerce,Pregnancy & Baby Care product etailer,Gurugram,"DSG Consumer Partners, Saama Capital",Private Equity,1000000.0,2017,Small Startup
2016-04-06,Shipsy,Logistics,Logistics Solutions,Gurugram,DTDC Express Ltd,Private Equity,1000000.0,2016,Small Startup
2016-02-03,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,1000000.0,2016,Small Startup
2017-02-08,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bengaluru,Earlsfield Capital,Seed Funding,1000000.0,2017,Small Startup
2016-09-28,Celes Care,Consumer Internet,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed Funding,1000000.0,2016,Small Startup
2018-06-25,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1000000.0,2018,Small Startup
2015-07-23,Fitternity,Fitness Marketplace,Fitness Marketplace,Mumbai,Exfinity Venture Partners,Private Equity,1000000.0,2015,Small Startup
2015-12-01,CollegeDekho,Online Education Information platform,Online Education Information platform,Jaipur,GirnarSoft,Seed Funding,1000000.0,2015,Small Startup
2015-07-03,Gingercrush,Custom Merchandize platform,Custom Merchandize platform,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000.0,2015,Small Startup
2015-09-01,Stylecracker,Personalized Styling platform,Personalized Styling platform,Mumbai,Group of HNI investors,Private Equity,1000000.0,2015,Small Startup
2016-02-16,TableHero,Consumer Internet,Dynamic Restaurant Website creator,Bengaluru,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,1000000.0,2016,Small Startup
2015-08-25,Qyk App,On-Demand App based Professional service provider,On-Demand App based Professional service provider,Bengaluru,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000.0,2015,Small Startup
2017-06-06,wayForward,Consumer Internet,Mobile app for Mental Health,Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,1000000.0,2017,Small Startup
2015-06-23,EduKart,Online education marketplace,Online education marketplace,Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000.0,2015,Small Startup
2016-10-26,The Kettlery,ECommerce,Online Tea Etailer,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000.0,2016,Small Startup
2018-03-12,HealthCare,Consumer Internet,Healthcare Aggregator,Mumbai,HR Fund,Seed / Angel Funding,1000000.0,2018,Small Startup
2017-03-07,Data Resolve,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,1000000.0,2017,Small Startup
2017-11-04,Hevo Data,Technology,Real time data analytics & reporting,Bengaluru,IDG Ventures India,Private Equity,1000000.0,2017,Small Startup
2015-11-26,Pluss,Hyperlocal healthcare product Delivery Service provider,Hyperlocal healthcare product Delivery Service provider,Gurugram,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,1000000.0,2015,Small Startup
2020-02-05,WizKlub,EduTech,Education/E-learning,Bengaluru,Incubate Fund India and Insitor Impact Asia Fund,Seed,1000000.0,2020,Small Startup
2017-07-07,Clip App,Consumer Internet,Digital Media Video platform,Bengaluru,"India Quotient, Shunwei Capital",Seed Funding,1000000.0,2017,Small Startup
2016-07-07,Adytude,Consumer Internet,Gamified Consumer Insights Portal,Delhi,Indian Angel Network,Private Equity,1000000.0,2016,Small Startup
2015-11-09,BigStylist.com,Beauty and Wellness Marketplace,Beauty and Wellness Marketplace,Mumbai,Info Edge,Private Equity,1000000.0,2015,Small Startup
2018-03-04,Gramophone,Technology,Agri-tech,Indore,InfoEdge,Seed/Angel Funding,1000000.0,2018,Small Startup
2015-02-23,Trip38,Industry / Vertical,Sub-Vertical,City / Location,"InterGlobe Technology Quotient, Lantern Capital",Private Equity,1000000.0,2015,Small Startup
2015-09-30,RedDoorz,Budget Accommodation Platform,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,1000000.0,2015,Small Startup
2015-04-13,Commeasure,Online Hotel Booking,Online Hotel Booking,Noida,Jungle Ventures,Seed Funding,1000000.0,2015,Small Startup
2015-01-06,Tookitaki,Industry / Vertical,Sub-Vertical,City / Location,"Jungle Ventures, Redbright Partners, Blume Ventures",Private,1000000.0,2015,Small Startup
