Date,Startup Name,Industry,Sub-Vertical,City,Investors’ Name,Investment Type,Amount (In USD),Year,Funding Segment
2015-06-22,Vidgyor,Video Advertisement Platform,Video Advertisement Platform,Bengaluru,AngelPrime,Seed Funding,500000.0,2015,Small Startup
2015-04-23,happay,business expense management,business expense management,Bengaluru,AngelPrime,Seed Funding,500000.0,2015,Small Startup
2018-02-20,Agricxlab,Agriculture,Agri-tech,Mumbai,Ankur Capital,Seed / Angel Funding,500000.0,2018,Small Startup
2016-08-10,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bengaluru,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,500000.0,2016,Small Startup
2019-07-04,Daalchini Technologies,Food and Beverage,Digital Vending Machine,Delhi,Artha Venture,Seed Round,500000.0,2019,Small Startup
2015-10-06,Burger Singh,QSR & Online delivery portal,QSR & Online delivery portal,Gurugram,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000.0,2015,Small Startup
2018-01-30,Scapic,Technology,Virtual Reality,Bengaluru,"Axilor Ventures, Newfort Capital",Angel / Seed Funding,500000.0,2018,Small Startup
2015-08-05,NightStay,hotel booking app,hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000.0,2015,Small Startup
2016-02-15,Buddy,Finance,Micro Lending Platform for eCommerce purchases,Bengaluru,"Blume Ventures,  Tracxn Labs",Seed Funding,500000.0,2016,Small Startup
2016-05-12,Unacademy,Consumer Internet,Free Online Education Platform,Bengaluru,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,500000.0,2016,Small Startup
2018-07-12,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,500000.0,2018,Small Startup
2016-03-23,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bengaluru,Broadbean Capital services,Private Equity,500000.0,2016,Small Startup
2015-02-20,Klip.in,Industry / Vertical,Sub-Vertical,City / Location,"Calcutta Angels, Venture Nursery Angels Mumbai Angels",Seed,500000.0,2015,Small Startup
2016-05-19,Veqta,Consumer Internet,On Demand Digital Sports Network,Delhi,"Chatsworth Management, ITW Digital",Seed Funding,500000.0,2016,Small Startup
2016-06-10,Paytunes,Consumer Internet,Mobile based rewards platform,Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,500000.0,2016,Small Startup
2018-05-22,Vola,Finance,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,500000.0,2018,Small Startup
2017-03-09,AppBrowzer,Consumer Internet,Instant Mobile Apps Store,Bengaluru,Deepak Gurnani,Seed Funding,500000.0,2017,Small Startup
2018-02-14,Shirsa Labs,Ed-Tech,Integrated Kids Engagement Company,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,500000.0,2018,Small Startup
2015-11-03,Deyor Rooms,Budget Hotels Aggregator,Budget Hotels Aggregator,Delhi,Dheeraj Jain & Others,Seed Funding,500000.0,2015,Small Startup
2016-09-07,Alternacare,Consumer Internet,Online Doctor Consulting platform,Delhi,Eros Labs,Seed Funding,500000.0,2016,Small Startup
2016-04-27,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurugram,EVC Ventures,Seed Funding,500000.0,2016,Small Startup
2016-08-04,Petoo,Consumer Internet,Online Food Delivery,Bengaluru,Existing Investors,Seed Funding,500000.0,2016,Small Startup
2015-12-10,i2e1,Internet Network Infrastructure Services,Internet Network Infrastructure Services,Delhi,GrowX Ventures,Seed Funding,500000.0,2015,Small Startup
2017-08-23,Indiez,Technology,Software & Mobile app development platform,Bengaluru,Haresh Chawla,Seed Funding,500000.0,2017,Small Startup
2015-06-15,Shippr,Intra-City Logistics service,Intra-City Logistics service,Bengaluru,i2india Pvt Ltd,Seed Funding,500000.0,2015,Small Startup
2015-05-25,ZenParent,Parents focused Web Content,Parents focused Web Content,Bengaluru,i2india Ventures,Seed Funding,500000.0,2015,Small Startup
2017-05-15,Zapty,Technology,Project Management tool,Bengaluru,IdeaSpring Capital,Seed Funding,500000.0,2017,Small Startup
2017-03-02,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,500000.0,2017,Small Startup
2016-10-25,CreditMate,Consumer Internet,Credit Report Info platform,Mumbai,India Quotient,Seed Funding,500000.0,2016,Small Startup
2016-12-21,The BlueBook,Consumer Internet,online to offline marketing platform,Bengaluru,"Indian Angel Network, Let’s Venture",Seed Funding,500000.0,2016,Small Startup
2015-12-10,PropheSee,Digital Analytics Platform,Digital Analytics Platform,Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,2015,Small Startup
2016-03-09,SmartVizX,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,2016,Small Startup
2017-01-24,Khel Now,Consumer Internet,Mobile-based Social Platform for Sports,Bengaluru,Indochine International,Private Equity,500000.0,2017,Small Startup
2016-08-26,Plix,Consumer Internet,Photo and Video Sharing App,Gurugram,Instalabs,Seed Funding,500000.0,2016,Small Startup
2015-07-31,LazyLad,Hyperlocal Grocery App,Hyperlocal Grocery App,Gurugram,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000.0,2015,Small Startup
2016-03-29,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding,500000.0,2016,Small Startup
2017-05-22,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Seed Funding,500000.0,2017,Small Startup
2015-04-13,The Porter,Logistics Tech,Logistics Tech,Mumbai,Kae Capital,Seed Funding,500000.0,2015,Small Startup
2015-06-01,Truebil,Used Car Marketplace,Used Car Marketplace,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000.0,2015,Small Startup
2015-03-14,Daily Rounds,Industry / Vertical,Sub-Vertical,City / Location,"Kae Capital, GSF, Teruhide Sato",Seed Funding,500000.0,2015,Small Startup
2016-06-08,ListUp,ECommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,500000.0,2016,Small Startup
2016-06-24,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bengaluru,Kalaari Capital,Seed Funding,500000.0,2016,Small Startup
2016-08-24,Guarented,ECommerce,Home Furnishing rental marketplace,Bengaluru,Kalaari Capital,Seed Funding,500000.0,2016,Small Startup
2016-05-04,Indee,Consumer Internet,Web Video Streaming Platform,Bengaluru,Kalaari Capital Accelerator Program,Seed Funding,500000.0,2016,Small Startup
2016-05-04,Affordplan,Technology,Affordable non-emergency medical service health plans,Delhi,Kalaari Capital Accelerator Program,Seed Funding,500000.0,2016,Small Startup
2016-05-04,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,500000.0,2016,Small Startup
2015-11-19,SenseGiz,Smartwatch Maker,Smartwatch Maker,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000.0,2015,Small Startup
2017-04-04,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,500000.0,2017,Small Startup
2017-04-04,Konsult App,Consumer Internet,App based Doctor Consulting platform,Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,500000.0,2017,Small Startup
2017-08-02,Zepo,Consumer Internet,DIY Ecommerce platform,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,500000.0,2017,Small Startup
2016-09-20,JustLikeNew,ECommerce,Online gadget Repair Services Marketplace,Hyderabad,LetsVenture,Seed Funding,500000.0,2016,Small Startup
2018-07-26,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500000.0,2018,Small Startup
2015-06-16,CouponRaja,Online Coupon & comparison platform,Online Coupon & comparison platform,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,500000.0,2015,Small Startup
2017-06-22,Explore Life traveling,Consumer Internet,Local homes booking platform,Bengaluru,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,500000.0,2017,Small Startup
2015-06-24,Retention.ai,App Analytics platform,App Analytics platform,Bengaluru,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,500000.0,2015,Small Startup
2016-08-24,Uber Dreams,ECommerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed Funding,500000.0,2016,Small Startup
2015-11-11,RenewBuy,Auto Insurance Online platform,Auto Insurance Online platform,Gurugram,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.0,2015,Small Startup
2015-06-05,kWatt Solutions,Renewable energy solutions,Renewable energy solutions,Mumbai,Not Disclosed,Seed Funding,500000.0,2015,Small Startup
2015-08-10,MyTaxiIndia,Taxi Rental platform,Taxi Rental platform,Gurugram,"Nihon Kotsu,",Private Equity,500000.0,2015,Small Startup
2016-04-06,gear6,Consumer Internet,Online bike service and repairs platform,Bengaluru,Ninestarter,Seed Funding,500000.0,2016,Small Startup
2016-10-11,Deyor Camps,Consumer Internet,Branded Camping location Aggregator,Gurugram,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",Seed Funding,500000.0,2016,Small Startup
2015-08-21,ePoise,Job Search Platform,Job Search Platform,Bengaluru,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000.0,2015,Small Startup
2015-03-09,Bite Club,Industry / Vertical,Sub-Vertical,City / Location,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,500000.0,2015,Small Startup
2016-08-16,Joolz,ECommerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,500000.0,2016,Small Startup
2015-11-09,AppVirality,Mobile Growth Hacking,Mobile Growth Hacking,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,  Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000.0,2015,Small Startup
2019-08-23,Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,"Rashmi Daga (founder, FreshMenu), Raveen Sastry (co-founder, Myntra) and Mitesh Shah (finance chief, BookMyShow)",Seed Round,500000.0,2019,Small Startup
2015-08-06,Appvigil,App security  testing platform,App security  testing platform,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000.0,2015,Small Startup
2016-04-29,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed Funding,500000.0,2016,Small Startup
2016-03-07,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bengaluru,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,500000.0,2016,Small Startup
2015-12-22,Doctor Insta,Medical Consultation & Doctor appointment booking platform,Medical Consultation & Doctor appointment booking platform,Gurugram,"Rishi Parti, BrahmaX Ventures",Private Equity,500000.0,2015,Small Startup
2016-01-21,Fisdom,Consumer Internet,Personal Finance Mobile App,Bengaluru,Rob Chandra,Seed ,500000.0,2016,Small Startup
2017-05-16,Fynd,ECommerce,Fashion ECommerce Portal,Mumbai,Rocketship,Private Equity,500000.0,2017,Small Startup
2016-03-07,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,500000.0,2016,Small Startup
2015-12-28,Bumper,Mobile Car Servicing appointment app,Mobile Car Servicing appointment app,Bengaluru,SAIF Partners,Seed Funding,500000.0,2015,Small Startup
2016-11-30,Pulse,Consumer Internet,Campus Social Networking App,Bengaluru,SAIF Partners,Private Equity,500000.0,2016,Small Startup
2015-05-22,EveningFlavors,Online Table Reservation,Online Table Reservation,Bengaluru,Sandiep Shrivatsava,Seed Funding,500000.0,2015,Small Startup
2015-10-06,WorkIndia,Job Board,Job Board,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000.0,2015,Small Startup
2017-02-17,Imaginate,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed Funding,500000.0,2017,Small Startup
2015-06-01,Arth DesignBuild,Architectural Design & Consulting,Architectural Design & Consulting,Hyderabad,Srinivas Tirupati,Seed Funding,500000.0,2015,Small Startup
2015-07-14,WoWexpress,Tech enabled logistics platform,Tech enabled logistics platform,Mumbai,Tamarind Family Private Trust,Seed Funding,500000.0,2015,Small Startup
2015-04-29,PiQube,Hiring Analytics platform,Hiring Analytics platform,Chennai,The HR Fund,Seed Funding,500000.0,2015,Small Startup
2016-11-30,Carcrew.in,Consumer Internet,Online Car repair Marketplace,Mumbai,TVS Group,Seed Funding,500000.0,2016,Small Startup
2016-05-19,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,Delhi,Undisclosed HNIs,Seed Funding,500000.0,2016,Small Startup
2015-08-26,FoodTalkIndia,Online Food Community Platform,Online Food Community Platform,Gurugram,Undisclosed Investor,Seed Funding,500000.0,2015,Small Startup
2017-10-18,LenDen Club,Consumer Internet,Online peer-to-peer lending platform,Mumbai,Undisclosed Investor,Seed Funding,500000.0,2017,Small Startup
2016-03-03,Shouut,Consumer Internet,Social Discovery Mobile app,Delhi,Undisclosed investor,Seed Funding,500000.0,2016,Small Startup
2016-08-12,Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurugram,Undisclosed Investors,Seed Funding,500000.0,2016,Small Startup
2017-12-05,Mobycy,Technology,Bicycle sharing Platform,Gurugram,Undisclosed Investors,Seed/Angel Funding,500000.0,2017,Small Startup
2017-01-17,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,undisclosed investors,Seed Funding,500000.0,2017,Small Startup
2016-09-06,CheersOye!,Consumer Internet,Online Gift Vouchers platform,Mumbai,Undisclosed Investors,Seed Funding,500000.0,2016,Small Startup
2017-06-14,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,undisclosed investors,Seed Funding,500000.0,2017,Small Startup
2015-10-26,Flexing It,Professionals & Project Search Marketplace,Professionals & Project Search Marketplace,Delhi,undisclosed private investors,Seed Funding,500000.0,2015,Small Startup
2020-07-13,Open Appliances Pvt. Ltd.,Information Technology,Internet-of-Things Security Solutions,Bengaluru,Unicorn India Ventures,Venture-Series Unknown,500000.0,2020,Small Startup
2017-06-12,Boxx.ai,Technology,Artificial Intelligence,Bengaluru,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,500000.0,2017,Small Startup
2015-02-24,Caravan Craft Retail,Industry / Vertical,Sub-Vertical,City / Location,Unitus Seed Fund,Seed,500000.0,2015,Small Startup
2016-09-28,Beardo,ECommerce,Mens Grooming products etailer,Ahmedabad,Venture Catalysts,Seed Funding,500000.0,2016,Small Startup
2017-11-03,Kalpnik Technologies,Technology,VR based Spiritual platform,Bengaluru,Venture Catalysts,Seed Funding,500000.0,2017,Small Startup
2018-11-14,CleanseCar,Services,Car Wash,Bengaluru,Venture Catalysts,Seed/ Angel Funding,500000.0,2018,Small Startup
2017-03-28,Fynd,ECommerce,Online fashion marketplace,Mumbai,Venture Catalysts,Private Equity,500000.0,2017,Small Startup
2017-10-24,FYRE,Food & Beverage,Herbal energy shot maker,Mumbai,Venture Catalysts,Seed Funding,500000.0,2017,Small Startup
2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,Loyalty Programs & Reward Points,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.0,2015,Small Startup
2016-07-01,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,500000.0,2016,Small Startup
2016-01-22,Silvan,Technology,Home Automation & Security Solutions,Bengaluru,The Chennai Angels,Seed ,515000.0,2016,Small Startup
2015-02-03,Frsh.co.in,Industry / Vertical,Sub-Vertical,City / Location,"India Quotient, Kae Capital",Seed,518000.0,2015,Small Startup
2016-01-14,Orahi,Consumer Internet,Carpooling Mobile App,Gurugram,Indian Angel Network,Seed Funding,520000.0,2016,Small Startup
2015-11-17,BiBox,Kids Tool kit for Innovation platform,Kids Tool kit for Innovation platform,Bengaluru,Ravi Krishnamurthy,Seed Funding,530000.0,2015,Small Startup
2017-12-15,Purplle,ECommerce,Beauty Products Online Marketplace,Mumbai,"Mountain Pain Capital, Suncoast Investments",Seed/Angel Funding,537000.0,2017,Small Startup
2017-07-14,QwikSpec,Technology,Construction site operations and analytics platform,Bengaluru,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,540000.0,2017,Small Startup
2015-11-30,Superhero Brands,character merchandize sales platform,character merchandize sales platform,Mumbai,DSG Consumer Partners,Seed Funding,540000.0,2015,Small Startup
2016-04-25,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bengaluru,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,550000.0,2016,Small Startup
2017-10-25,SpotDraft,Consumer Internet,Contract Automation,Gurugram,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,550000.0,2017,Small Startup
2015-06-01,Proviera,Probiotic Technology Products Manufacturer,Probiotic Technology Products Manufacturer,Chennai,Infuse Ventures,Private Equity,550000.0,2015,Small Startup
2015-05-04,Applicate,Workforce Management Software,Workforce Management Software,Bengaluru,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550000.0,2015,Small Startup
2016-08-26,MyDidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed Funding,550000.0,2016,Small Startup
2017-11-02,Prest Loans,Finance,Business & SME Loans provider,Delhi,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed Funding,570000.0,2017,Small Startup
2018-12-02,Career Anna ,Online Education,"Video-based certification, trainings",Gurugram,Individual Investors,Pre-Series A ,572000.0,2018,Small Startup
2017-05-24,GenNext Students,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed Funding,580000.0,2017,Small Startup
2016-07-20,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,595000.0,2016,Small Startup
2016-07-21,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bengaluru,Indian Angel Network,Seed Funding,595000.0,2016,Small Startup
2017-05-10,Fourth Ambit,Consumer Internet,Community Building platform,Bengaluru,1Crowd,Seed Funding,600000.0,2017,Small Startup
2017-07-19,Playablo,Technology,Gamified Learning App,Bengaluru,ABI-Showatech (India) Ltd,Seed Funding,600000.0,2017,Small Startup
2015-08-20,Bluegape.com,Visual Blogging platform,Visual Blogging platform,Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000.0,2015,Small Startup
2016-04-28,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,600000.0,2016,Small Startup
2015-11-17,Julia Computing,Numerical Computing & Data Science Platform,Numerical Computing & Data Science Platform,Bengaluru,Gordon and Betty Moore Foundation,Seed Funding,600000.0,2015,Small Startup
2015-09-17,Bueno,Online Food ordering & delivery,Online Food ordering & delivery,Gurugram,High Networth Individuals (No details),Seed Funding,600000.0,2015,Small Startup
2017-04-18,Whodat,Technology,Markerless AR platform,Bengaluru,Ideaspring Capital,Private Equity,600000.0,2017,Small Startup
2017-03-10,Lavelle Networks,Technology,SDN Solutions,Bengaluru,Ideaspring Capital,Seed Funding,600000.0,2017,Small Startup
2016-11-23,Infisecure,Technology,Bot Protection Solutions,Mumbai,"IDG Ventures, Axilor Ventures",Seed Funding,600000.0,2016,Small Startup
2015-08-20,Flatpebble,Online marketplace for Photographers,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,600000.0,2015,Small Startup
2015-07-10,Infinity Assurance,Warranty Programs Service Administration,Warranty Programs Service Administration,Delhi,Indian Angel Network,Seed Funding,600000.0,2015,Small Startup
2016-03-22,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bengaluru,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,600000.0,2016,Small Startup
2016-06-16,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurugram,Info Edge (India) Ltd,Private Equity,600000.0,2016,Small Startup
2015-11-11,Delight Foods,Branded Food products online sales,Branded Food products online sales,Bengaluru,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000.0,2015,Small Startup
2015-07-10,Footprints Education,Pre-School Chain,Pre-School Chain,Gurugram,"LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,600000.0,2015,Small Startup
2019-02-13,NanoClean Global,Nanotechnology,Anti-Pollution,Delhi,"LetsVenture, PitchRight Venture, 91SpringBoard, AL Nour International Holdings and Mark V Investments",Series A,600000.0,2019,Small Startup
2015-07-30,Pipa Bella,Online Jewelry Store,Online Jewelry Store,Mumbai,LionRock Capital,Private Equity,600000.0,2015,Small Startup
2015-01-06,Frankly,Industry / Vertical,Sub-Vertical,City / Location,Matrix Partners,Seed Funding,600000.0,2015,Small Startup
2017-09-05,Nest Education,Technology,EduTech Platform,Gurugram,"Michael and Susan Dell Foundation, Anand Mahindra",Seed Funding,600000.0,2017,Small Startup
2016-08-10,Bombay Shaving Company,ECommerce,Men’s Grooming Product etailer,Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,600000.0,2016,Small Startup
2015-09-07,YouthKiAwaaz,Community Driven News/Views Platform,Community Driven News/Views Platform,Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000.0,2015,Small Startup
2015-12-11,EureQa,Test Automation SAAS platform,Test Automation SAAS platform,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,600000.0,2015,Small Startup
2017-06-07,GrowFitter,Consumer Internet,health and fitness discovery platform,Mumbai,SQue Capital,Seed Funding,600000.0,2017,Small Startup
2016-07-13,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurugram,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,600000.0,2016,Small Startup
2016-03-02,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,600000.0,2016,Small Startup
2017-04-17,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,620000.0,2017,Small Startup
2015-05-22, Nudgespot,Customer Engagement Platform,Customer Engagement Platform,Bengaluru,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,625000.0,2015,Small Startup
2015-07-01,HandyHome,Hyperlocal Electronics repair Service,Hyperlocal Electronics repair Service,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,630000.0,2015,Small Startup
2015-08-07,Carl’s Jr,Fast food Chain Franchisee,Fast food Chain Franchisee,Gurugram,YouWeCan Ventures,Seed Funding,630000.0,2015,Small Startup
2015-10-21,Zenify.in,residential rental management platform,residential rental management platform,Bengaluru,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000.0,2015,Small Startup
2015-05-05,Seed Schools,Affordable Education,Affordable Education,Hyderabad,Acumen Fund,Seed Funding,650000.0,2015,Small Startup
2016-03-08,dunzo,Consumer Internet,Daily Task Management App,Bengaluru,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,650000.0,2016,Small Startup
2016-11-21,numberz.in,Technology,Cash Flow Management Solution for Businesses,Gurugram,"Kae Capital, Khosla Impact",Seed Funding,650000.0,2016,Small Startup
2017-03-29,perpule,ECommerce,Self-Checkout ECommerce App,Bengaluru,KStart Capital,Seed Funding,650000.0,2017,Small Startup
2015-08-05,Grex,fund raising platform for startups,fund raising platform for startups,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000.0,2015,Small Startup
2017-01-18,Vahdam Teas,ECommerce,Online Tea etailer,Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed Funding,650000.0,2017,Small Startup
2015-01-15,Wishberry,Industry / Vertical,Sub-Vertical,City / Location,"Rajan Anandan, Shankar Mahadevan, Deep Kalra & Others",Seed Funding,650000.0,2015,Small Startup
2016-07-18,Zuppler,Consumer Internet,Online Food Ordering platform,Delhi,SRI Capital,Seed Funding,650000.0,2016,Small Startup
2016-07-18,Yellowdig,Consumer Internet,Education/E-learning,Pune,SRI Capital,Seed Funding,650000.0,2016,Small Startup
2017-06-07,ZipLoan,Consumer Internet,Online Lending,Delhi,WaterBridge Ventures,Seed Funding,650000.0,2017,Small Startup
2016-09-08,TopRankers,Education,Online Test Preparation platform,Bengaluru,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,670000.0,2016,Small Startup
2016-08-17,Appknox,Technology,Mobile security solutions,Bengaluru,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,675000.0,2016,Small Startup
2017-11-20,ONN Bikes,Technology,Self riding bike rental program,Mumbai,Z Nation Lab,Seed/Angel Funding,692000.0,2017,Small Startup
2018-12-04,Manch,Social Media,Hyperlocal Content,Delhi, Stellaris Venture Partners ,Seed Funding,700000.0,2018,Small Startup
2016-10-27,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bengaluru,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000.0,2016,Small Startup
2015-08-06,Ketto,Crowd funding platform,Crowd funding platform,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000.0,2015,Small Startup
2016-07-27,Byndr,Consumer Internet,Mobile learning management platform,Hyderabad,Education Design Studio,Seed Funding,700000.0,2016,Small Startup
2017-07-20,Trupay,Technology,Online payments platform,Gurugram,"Kae Capital, M&S Partners,",Seed Funding,700000.0,2017,Small Startup
2015-07-16,Ketto,Crowd Funding Platform,Crowd Funding Platform,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000.0,2015,Small Startup
2017-05-08,YepMe,ECommerce,Private Label Fashion etailer,Gurugram,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,700000.0,2017,Small Startup
2016-07-02,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bengaluru,SAIF Partners,Private Equity,700000.0,2016,Small Startup
2017-01-16,HipCouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,Seed Funding,700000.0,2017,Small Startup
2015-10-06,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,Exclusive Platform for Doctors & Healthcare professionals,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000.0,2015,Small Startup
2017-10-24,Skillenza,Consumer Internet,Education/E-learning,Bengaluru,"Blume Ventures, Indian Angel Network",Seed Funding,722000.0,2017,Small Startup
2017-08-21,Cerebroz,Consumer Internet,E-Tech platform,Vadodara,Undisclosed HNI’s,Seed Funding,734000.0,2017,Small Startup
